City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
698,Zarubino,RU,42.63,131.0922,34.77,47,0,9.62,clear sky
699,Nizhnyaya Tavda,RU,57.6731,66.1725,32.7,80,100,16.73,overcast clouds
700,Duku,NG,11.2361,4.9073,71.55,22,9,6.31,clear sky
701,Kieta,PG,-6.2167,155.6333,83.53,76,62,2.84,light rain
702,Waiouru,NZ,-39.4833,175.6667,63.19,59,83,8.32,broken clouds
703,Sur,OM,22.5667,59.5289,80.01,54,73,13.33,broken clouds
704,Abaran,ES,38.2055,-1.3991,43.5,64,13,5.39,few clouds
705,Capreol,CA,46.706,-80.9225,7.27,78,1,3.44,clear sky
706,Mulbagal,IN,13.1667,78.4,68.02,91,100,8.03,overcast clouds
707,Przhevalskoye,RU,55.5093,31.8482,34.52,95,100,8.84,overcast clouds
708,Gucheng,CN,35.9115,111.3192,49.41,37,100,2.51,overcast clouds
709,San Rafael Del Sur,NI,11.8485,-86.4384,74.37,73,96,12.73,overcast clouds
710,Verkhnevilyuysk,RU,63.4453,120.3167,5.05,92,100,11.97,light snow
711,Ixtapa,MX,20.7,-105.2,74.43,83,40,0.0,scattered clouds
712,Hualmay,PE,-11.0964,-77.6139,65.34,88,100,8.32,overcast clouds
713,Chake Chake,TZ,-5.2459,39.7666,82.2,71,12,7.92,few clouds
714,Sioux Lookout,CA,50.1001,-91.917,21.58,73,90,6.91,overcast clouds
715,Bougouni,ML,11.417,-7.479,71.4,28,11,2.57,few clouds
716,Nador,MA,35.174,-2.9287,55.65,67,40,10.36,scattered clouds
717,Tilichiki,RU,60.4667,166.1,-6.93,97,72,9.69,light snow
718,Maragogi,BR,-9.0122,-35.2225,76.23,86,23,7.58,few clouds
